,Pair,Count
409,143 - The attempt to recover has failed;590 - Persistent fault,10
410,134 - Unexpected shutdown;573 - Viscometer fault 1,2
411,"134 - Unexpected shutdown;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
412,"134 - Unexpected shutdown;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
413,134 - Unexpected shutdown;607 - Ink cartridge not engaged,4
414,134 - Unexpected shutdown;20 - Ink Level Below Minimum,1
415,134 - Unexpected shutdown;53 - Make-up Level Below Minimum,6
416,134 - Unexpected shutdown;46 - Makeup Level too High,15
417,134 - Unexpected shutdown;590 - Persistent fault,4
418,238 - Insufficient gutter vacuum: retrying;573 - Viscometer fault 1,1
419,"238 - Insufficient gutter vacuum: retrying;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
420,"238 - Insufficient gutter vacuum: retrying;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
421,238 - Insufficient gutter vacuum: retrying;607 - Ink cartridge not engaged,8
422,20 - Ink Level Below Minimum;238 - Insufficient gutter vacuum: retrying,2
423,238 - Insufficient gutter vacuum: retrying;53 - Make-up Level Below Minimum,5
424,139 - Print Trigger Occurred While Printing;238 - Insufficient gutter vacuum: retrying,22
425,10 - Print Stretch Detected;238 - Insufficient gutter vacuum: retrying,9
426,238 - Insufficient gutter vacuum: retrying;590 - Persistent fault,3
427,1017 - Print delay too short;238 - Insufficient gutter vacuum: retrying,1
428,142 - Recovered successfully;238 - Insufficient gutter vacuum: retrying,31
429,"573 - Viscometer fault 1;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
430,"573 - Viscometer fault 1;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
431,524 - Insert ITM: no valid ITM present;573 - Viscometer fault 1,1
432,531 - Change ink cartridge: Expired;573 - Viscometer fault 1,1
433,534 - Insert ink cartridge: No Valid Cartridge Present;573 - Viscometer fault 1,4
434,544 - Insert makeup cartridge - no valid cartridge present;573 - Viscometer fault 1,2
435,573 - Viscometer fault 1;607 - Ink cartridge not engaged,4
436,20 - Ink Level Below Minimum;573 - Viscometer fault 1,2
437,53 - Make-up Level Below Minimum;573 - Viscometer fault 1,1
438,46 - Makeup Level too High;573 - Viscometer fault 1,1
439,15 - Deflection EHT has tripped;573 - Viscometer fault 1,4
440,138 - Print trigger occurred too early;573 - Viscometer fault 1,1
441,139 - Print Trigger Occurred While Printing;573 - Viscometer fault 1,3
442,10 - Print Stretch Detected;573 - Viscometer fault 1,2
443,213 - Inspection Required;573 - Viscometer fault 1,2
444,573 - Viscometer fault 1;590 - Persistent fault,1
445,1017 - Print delay too short;573 - Viscometer fault 1,1
446,142 - Recovered successfully;573 - Viscometer fault 1,4
447,"575 - Start-up pressure, via feed and bleed valves, cannot be achieved;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",10
448,"524 - Insert ITM: no valid ITM present;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
449,"531 - Change ink cartridge: Expired;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
450,"534 - Insert ink cartridge: No Valid Cartridge Present;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",3
451,"544 - Insert makeup cartridge - no valid cartridge present;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",4
452,"575 - Start-up pressure, via feed and bleed valves, cannot be achieved;607 - Ink cartridge not engaged",1
453,"20 - Ink Level Below Minimum;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",3
454,"53 - Make-up Level Below Minimum;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
455,"46 - Makeup Level too High;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
456,"15 - Deflection EHT has tripped;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
457,"138 - Print trigger occurred too early;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",3
458,"139 - Print Trigger Occurred While Printing;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
459,"10 - Print Stretch Detected;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
460,"213 - Inspection Required;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
461,"575 - Start-up pressure, via feed and bleed valves, cannot be achieved;590 - Persistent fault",2
462,"1017 - Print delay too short;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
463,"142 - Recovered successfully;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
464,"524 - Insert ITM: no valid ITM present;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
465,"531 - Change ink cartridge: Expired;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
466,"534 - Insert ink cartridge: No Valid Cartridge Present;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",3
467,"544 - Insert makeup cartridge - no valid cartridge present;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",4
468,"576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...;607 - Ink cartridge not engaged",1
469,"20 - Ink Level Below Minimum;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",3
470,"53 - Make-up Level Below Minimum;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
471,"46 - Makeup Level too High;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
472,"15 - Deflection EHT has tripped;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
473,"138 - Print trigger occurred too early;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",3
474,"139 - Print Trigger Occurred While Printing;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
475,"10 - Print Stretch Detected;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
476,"213 - Inspection Required;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
477,"576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...;590 - Persistent fault",2
478,"1017 - Print delay too short;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
479,"142 - Recovered successfully;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
480,524 - Insert ITM: no valid ITM present;531 - Change ink cartridge: Expired,7
481,524 - Insert ITM: no valid ITM present;607 - Ink cartridge not engaged,4
482,20 - Ink Level Below Minimum;524 - Insert ITM: no valid ITM present,7
483,524 - Insert ITM: no valid ITM present;53 - Make-up Level Below Minimum,4
484,46 - Makeup Level too High;524 - Insert ITM: no valid ITM present,3
485,139 - Print Trigger Occurred While Printing;524 - Insert ITM: no valid ITM present,6
486,10 - Print Stretch Detected;524 - Insert ITM: no valid ITM present,5
487,524 - Insert ITM: no valid ITM present;590 - Persistent fault,8
488,1017 - Print delay too short;524 - Insert ITM: no valid ITM present,2
489,142 - Recovered successfully;524 - Insert ITM: no valid ITM present,8
490,531 - Change ink cartridge: Expired;534 - Insert ink cartridge: No Valid Cartridge Present,15
491,531 - Change ink cartridge: Expired;607 - Ink cartridge not engaged,4
492,20 - Ink Level Below Minimum;531 - Change ink cartridge: Expired,1
493,53 - Make-up Level Below Minimum;531 - Change ink cartridge: Expired,3
494,46 - Makeup Level too High;531 - Change ink cartridge: Expired,6
495,138 - Print trigger occurred too early;531 - Change ink cartridge: Expired,6
496,10 - Print Stretch Detected;531 - Change ink cartridge: Expired,19
497,531 - Change ink cartridge: Expired;590 - Persistent fault,2
498,1017 - Print delay too short;531 - Change ink cartridge: Expired,4
499,142 - Recovered successfully;531 - Change ink cartridge: Expired,20
500,10 - Print Stretch Detected;534 - Insert ink cartridge: No Valid Cartridge Present,13
501,1017 - Print delay too short;534 - Insert ink cartridge: No Valid Cartridge Present,4
502,544 - Insert makeup cartridge - no valid cartridge present;607 - Ink cartridge not engaged,15
503,20 - Ink Level Below Minimum;544 - Insert makeup cartridge - no valid cartridge present,6
504,53 - Make-up Level Below Minimum;544 - Insert makeup cartridge - no valid cartridge present,19
505,46 - Makeup Level too High;544 - Insert makeup cartridge - no valid cartridge present,28
506,544 - Insert makeup cartridge - no valid cartridge present;590 - Persistent fault,15
507,138 - Print trigger occurred too early;607 - Ink cartridge not engaged,3
508,10 - Print Stretch Detected;607 - Ink cartridge not engaged,6
509,1017 - Print delay too short;607 - Ink cartridge not engaged,1
510,142 - Recovered successfully;607 - Ink cartridge not engaged,15
511,138 - Print trigger occurred too early;20 - Ink Level Below Minimum,1
512,10 - Print Stretch Detected;20 - Ink Level Below Minimum,2
513,1017 - Print delay too short;20 - Ink Level Below Minimum,1
514,142 - Recovered successfully;20 - Ink Level Below Minimum,3
515,138 - Print trigger occurred too early;53 - Make-up Level Below Minimum,7
516,10 - Print Stretch Detected;53 - Make-up Level Below Minimum,5
517,1017 - Print delay too short;53 - Make-up Level Below Minimum,1
518,142 - Recovered successfully;53 - Make-up Level Below Minimum,11
519,1017 - Print delay too short;46 - Makeup Level too High,1
520,138 - Print trigger occurred too early;590 - Persistent fault,2
521,10 - Print Stretch Detected;590 - Persistent fault,2
522,1017 - Print delay too short;213 - Inspection Required,3
523,1017 - Print delay too short;590 - Persistent fault,1
524,142 - Recovered successfully;590 - Persistent fault,7
525,1017 - Print delay too short;142 - Recovered successfully,6
526,557 - Misaligned jet at start-up;564 - Gutter vacuum cannot be generated,3
527,19 - Add ink cartridge;564 - Gutter vacuum cannot be generated,2
528,41 - Ink level high;564 - Gutter vacuum cannot be generated,6
529,510 - Service module disconnected;564 - Gutter vacuum cannot be generated,1
530,19 - Add ink cartridge;557 - Misaligned jet at start-up,10
531,41 - Ink level high;557 - Misaligned jet at start-up,11
532,510 - Service module disconnected;557 - Misaligned jet at start-up,1
533,19 - Add ink cartridge;510 - Service module disconnected,1
534,41 - Ink level high;510 - Service module disconnected,2
535,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;571 - Start-up pressure, via wash valve, cannot be achieved",8
536,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;617 - Ink cartridge not yet required",1
537,"571 - Start-up pressure, via wash valve, cannot be achieved;617 - Ink cartridge not yet required",1
538,581 - ITM life expiry: First Warning;608 - Makeup cartridge not engaged,7
539,1201 - High viscosity;581 - ITM life expiry: First Warning,5
540,16 - Viscosity Out of Range;581 - ITM life expiry: First Warning,6
541,17 - Viscometer fault;581 - ITM life expiry: First Warning,1
542,542 - Change makeup cartridge: Cartridge Empty;608 - Makeup cartridge not engaged,13
543,1201 - High viscosity;542 - Change makeup cartridge: Cartridge Empty,4
544,16 - Viscosity Out of Range;542 - Change makeup cartridge: Cartridge Empty,9
545,17 - Viscometer fault;542 - Change makeup cartridge: Cartridge Empty,1
546,17 - Viscometer fault;608 - Makeup cartridge not engaged,1
547,1201 - High viscosity;17 - Viscometer fault,3
548,16 - Viscosity Out of Range;17 - Viscometer fault,2
549,25 - Add make-up cartridge;609 - Ensure all consumables are engaged,26
550,53 - Make-up Level Below Minimum;542 - Change makeup cartridge: Cartridge Empty,14
551,41 - Ink level high;53 - Make-up Level Below Minimum,11
552,25 - Add make-up cartridge;53 - Make-up Level Below Minimum,12
553,534 - Insert ink cartridge: No Valid Cartridge Present;560 - Vacuum loss recovery time out,8
554,1201 - High viscosity;560 - Vacuum loss recovery time out,13
555,12 - Charge detection error;560 - Vacuum loss recovery time out,4
556,534 - Insert ink cartridge: No Valid Cartridge Present;561 - Gutter pump vacuum loss but has recovered,14
557,1201 - High viscosity;561 - Gutter pump vacuum loss but has recovered,19
558,12 - Charge detection error;561 - Gutter pump vacuum loss but has recovered,13
559,143 - The attempt to recover has failed;561 - Gutter pump vacuum loss but has recovered,9
560,12 - Charge detection error;534 - Insert ink cartridge: No Valid Cartridge Present,34
561,12 - Charge detection error;1201 - High viscosity,9
562,213 - Inspection Required;552 - Pressure has not been reached,1
563,19 - Add ink cartridge;534 - Insert ink cartridge: No Valid Cartridge Present,25
564,25 - Add make-up cartridge;534 - Insert ink cartridge: No Valid Cartridge Present,45
565,1201 - High viscosity;19 - Add ink cartridge,8
566,1201 - High viscosity;25 - Add make-up cartridge,9
567,142 - Recovered successfully;608 - Makeup cartridge not engaged,12
568,41 - Ink level high;544 - Insert makeup cartridge - no valid cartridge present,37
569,10 - Print Stretch Detected;41 - Ink level high,20
570,41 - Ink level high;567 - Slow gutter dry,2
571,46 - Makeup Level too High;567 - Slow gutter dry,4
572,139 - Print Trigger Occurred While Printing;567 - Slow gutter dry,2
573,213 - Inspection Required;567 - Slow gutter dry,3
574,10 - Print Stretch Detected;581 - ITM life expiry: First Warning,12
575,140 - Ink detected on the charge electrode;15 - Deflection EHT has tripped,18
576,138 - Print trigger occurred too early;140 - Ink detected on the charge electrode,4
577,138 - Print trigger occurred too early;143 - The attempt to recover has failed,5
578,140 - Ink detected on the charge electrode;142 - Recovered successfully,31
579,551 - Gutter cannot be cleared;554 - Jetting pressure has not been reached,6
580,534 - Insert ink cartridge: No Valid Cartridge Present;551 - Gutter cannot be cleared,5
581,16 - Viscosity Out of Range;551 - Gutter cannot be cleared,2
582,534 - Insert ink cartridge: No Valid Cartridge Present;554 - Jetting pressure has not been reached,3
583,16 - Viscosity Out of Range;554 - Jetting pressure has not been reached,5
584,134 - Unexpected shutdown;620 - Ink cartridge tag out of range,2
585,134 - Unexpected shutdown;621 - Makeup cartridge tag out of range,1
586,134 - Unexpected shutdown;622 - ITM tag out of range,1
587,45 - Watchdog Reset;524 - Insert ITM: no valid ITM present,1
588,534 - Insert ink cartridge: No Valid Cartridge Present;620 - Ink cartridge tag out of range,4
589,534 - Insert ink cartridge: No Valid Cartridge Present;621 - Makeup cartridge tag out of range,2
590,534 - Insert ink cartridge: No Valid Cartridge Present;622 - ITM tag out of range,4
591,45 - Watchdog Reset;534 - Insert ink cartridge: No Valid Cartridge Present,2
592,544 - Insert makeup cartridge - no valid cartridge present;620 - Ink cartridge tag out of range,4
593,544 - Insert makeup cartridge - no valid cartridge present;621 - Makeup cartridge tag out of range,1
594,544 - Insert makeup cartridge - no valid cartridge present;622 - ITM tag out of range,4
595,45 - Watchdog Reset;544 - Insert makeup cartridge - no valid cartridge present,3
596,15 - Deflection EHT has tripped;620 - Ink cartridge tag out of range,3
597,45 - Watchdog Reset;620 - Ink cartridge tag out of range,1
598,138 - Print trigger occurred too early;620 - Ink cartridge tag out of range,1
599,139 - Print Trigger Occurred While Printing;620 - Ink cartridge tag out of range,4
600,142 - Recovered successfully;620 - Ink cartridge tag out of range,4
601,15 - Deflection EHT has tripped;621 - Makeup cartridge tag out of range,1
602,45 - Watchdog Reset;621 - Makeup cartridge tag out of range,1
603,138 - Print trigger occurred too early;621 - Makeup cartridge tag out of range,1
604,139 - Print Trigger Occurred While Printing;621 - Makeup cartridge tag out of range,1
605,142 - Recovered successfully;621 - Makeup cartridge tag out of range,3
606,15 - Deflection EHT has tripped;622 - ITM tag out of range,5
607,45 - Watchdog Reset;622 - ITM tag out of range,1
608,138 - Print trigger occurred too early;622 - ITM tag out of range,1
609,139 - Print Trigger Occurred While Printing;622 - ITM tag out of range,5
610,142 - Recovered successfully;622 - ITM tag out of range,2
611,15 - Deflection EHT has tripped;45 - Watchdog Reset,4
612,138 - Print trigger occurred too early;45 - Watchdog Reset,4
613,139 - Print Trigger Occurred While Printing;45 - Watchdog Reset,2
614,45 - Watchdog Reset;510 - Service module disconnected,1
615,142 - Recovered successfully;45 - Watchdog Reset,3
616,139 - Print Trigger Occurred While Printing;510 - Service module disconnected,5
617,142 - Recovered successfully;510 - Service module disconnected,3
618,567 - Slow gutter dry;608 - Makeup cartridge not engaged,1
619,550 - Degraded gutter clearing at start-up;607 - Ink cartridge not engaged,6
620,1201 - High viscosity;550 - Degraded gutter clearing at start-up,2
621,17 - Viscometer fault;550 - Degraded gutter clearing at start-up,1
622,140 - Ink detected on the charge electrode;550 - Degraded gutter clearing at start-up,1
623,41 - Ink level high;607 - Ink cartridge not engaged,7
624,17 - Viscometer fault;607 - Ink cartridge not engaged,2
625,140 - Ink detected on the charge electrode;607 - Ink cartridge not engaged,4
626,1201 - High viscosity;41 - Ink level high,8
627,17 - Viscometer fault;41 - Ink level high,1
628,140 - Ink detected on the charge electrode;41 - Ink level high,4
629,1201 - High viscosity;140 - Ink detected on the charge electrode,7
630,17 - Viscometer fault;213 - Inspection Required,1
631,140 - Ink detected on the charge electrode;17 - Viscometer fault,2
632,140 - Ink detected on the charge electrode;213 - Inspection Required,7
633,20 - Ink Level Below Minimum;557 - Misaligned jet at start-up,5
634,16 - Viscosity Out of Range;557 - Misaligned jet at start-up,5
635,143 - The attempt to recover has failed;557 - Misaligned jet at start-up,11
636,19 - Add ink cartridge;20 - Ink Level Below Minimum,4
637,16 - Viscosity Out of Range;19 - Add ink cartridge,5
638,19 - Add ink cartridge;52 - Jet modulation has failed,10
639,143 - The attempt to recover has failed;19 - Add ink cartridge,6
640,581 - ITM life expiry: First Warning;590 - Persistent fault,7
641,12 - Charge detection error;581 - ITM life expiry: First Warning,21
642,12 - Charge detection error;25 - Add make-up cartridge,42
643,12 - Charge detection error;590 - Persistent fault,7
644,25 - Add make-up cartridge;52 - Jet modulation has failed,37
645,532 - Change ink cartridge: Empty;534 - Insert ink cartridge: No Valid Cartridge Present,11
646,1370 - Print head cover removed;542 - Change makeup cartridge: Cartridge Empty,9
647,1370 - Print head cover removed;544 - Insert makeup cartridge - no valid cartridge present,11
648,1370 - Print head cover removed;25 - Add make-up cartridge,12
649,1370 - Print head cover removed;52 - Jet modulation has failed,7
650,1370 - Print head cover removed;142 - Recovered successfully,44
651,1371 - Printing is disabled with print head cover removed;19 - Add ink cartridge,8
652,12 - Charge detection error;19 - Add ink cartridge,15
653,12 - Charge detection error;1371 - Printing is disabled with print head cover removed,10
654,15 - Deflection EHT has tripped;234 - Gutter Stall,4
655,138 - Print trigger occurred too early;234 - Gutter Stall,3
656,139 - Print Trigger Occurred While Printing;234 - Gutter Stall,6
657,10 - Print Stretch Detected;234 - Gutter Stall,7
658,142 - Recovered successfully;234 - Gutter Stall,5
659,12 - Charge detection error;140 - Ink detected on the charge electrode,37
660,134 - Unexpected shutdown;560 - Vacuum loss recovery time out,4
661,138 - Print trigger occurred too early;560 - Vacuum loss recovery time out,3
662,139 - Print Trigger Occurred While Printing;560 - Vacuum loss recovery time out,7
663,10 - Print Stretch Detected;560 - Vacuum loss recovery time out,6
664,213 - Inspection Required;560 - Vacuum loss recovery time out,2
665,142 - Recovered successfully;560 - Vacuum loss recovery time out,13
666,234 - Gutter Stall;567 - Slow gutter dry,1
667,236 - Gutter blocked attempting to clear;567 - Slow gutter dry,1
668,139 - Print Trigger Occurred While Printing;25 - Add make-up cartridge,42
669,524 - Insert ITM: no valid ITM present;608 - Makeup cartridge not engaged,2
670,1201 - High viscosity;524 - Insert ITM: no valid ITM present,2
671,510 - Service module disconnected;608 - Makeup cartridge not engaged,1
672,510 - Service module disconnected;53 - Make-up Level Below Minimum,1
673,1201 - High viscosity;510 - Service module disconnected,1
674,134 - Unexpected shutdown;609 - Ensure all consumables are engaged,6
675,238 - Insufficient gutter vacuum: retrying;561 - Gutter pump vacuum loss but has recovered,15
676,1201 - High viscosity;238 - Insufficient gutter vacuum: retrying,9
677,16 - Viscosity Out of Range;238 - Insufficient gutter vacuum: retrying,7
678,12 - Charge detection error;238 - Insufficient gutter vacuum: retrying,7
679,561 - Gutter pump vacuum loss but has recovered;564 - Gutter vacuum cannot be generated,14
680,544 - Insert makeup cartridge - no valid cartridge present;564 - Gutter vacuum cannot be generated,13
681,1201 - High viscosity;564 - Gutter vacuum cannot be generated,8
682,16 - Viscosity Out of Range;564 - Gutter vacuum cannot be generated,11
683,12 - Charge detection error;564 - Gutter vacuum cannot be generated,3
684,16 - Viscosity Out of Range;561 - Gutter pump vacuum loss but has recovered,11
685,1201 - High viscosity;544 - Insert makeup cartridge - no valid cartridge present,14
686,16 - Viscosity Out of Range;544 - Insert makeup cartridge - no valid cartridge present,12
687,12 - Charge detection error;544 - Insert makeup cartridge - no valid cartridge present,36
688,16 - Viscosity Out of Range;41 - Ink level high,11
689,12 - Charge detection error;41 - Ink level high,17
690,534 - Insert ink cartridge: No Valid Cartridge Present;557 - Misaligned jet at start-up,13
691,140 - Ink detected on the charge electrode;557 - Misaligned jet at start-up,7
692,140 - Ink detected on the charge electrode;534 - Insert ink cartridge: No Valid Cartridge Present,15
693,139 - Print Trigger Occurred While Printing;140 - Ink detected on the charge electrode,5
694,10 - Print Stretch Detected;140 - Ink detected on the charge electrode,10
695,10 - Print Stretch Detected;143 - The attempt to recover has failed,10
696,535 - Ink cartridge removed: First Warning;607 - Ink cartridge not engaged,1
697,19 - Add ink cartridge;535 - Ink cartridge removed: First Warning,1
698,19 - Add ink cartridge;607 - Ink cartridge not engaged,15
699,542 - Change makeup cartridge: Cartridge Empty;545 - Makeup cartridge removed first warning,1
700,542 - Change makeup cartridge: Cartridge Empty;546 - Makeup cartridge removed second warning,1
701,542 - Change makeup cartridge: Cartridge Empty;547 - Makeup cartridge removed timeout,1
702,542 - Change makeup cartridge: Cartridge Empty;590 - Persistent fault,10
703,139 - Print Trigger Occurred While Printing;561 - Gutter pump vacuum loss but has recovered,10
704,534 - Insert ink cartridge: No Valid Cartridge Present;542 - Change makeup cartridge: Cartridge Empty,39
705,561 - Gutter pump vacuum loss but has recovered;607 - Ink cartridge not engaged,6
706,19 - Add ink cartridge;561 - Gutter pump vacuum loss but has recovered,10
707,1370 - Print head cover removed;561 - Gutter pump vacuum loss but has recovered,9
708,1371 - Printing is disabled with print head cover removed;561 - Gutter pump vacuum loss but has recovered,7
709,142 - Recovered successfully;561 - Gutter pump vacuum loss but has recovered,27
710,1370 - Print head cover removed;607 - Ink cartridge not engaged,3
711,1371 - Printing is disabled with print head cover removed;607 - Ink cartridge not engaged,4
712,1370 - Print head cover removed;19 - Add ink cartridge,7
713,1370 - Print head cover removed;1371 - Printing is disabled with print head cover removed,31
714,1371 - Printing is disabled with print head cover removed;142 - Recovered successfully,27
715,534 - Insert ink cartridge: No Valid Cartridge Present;581 - ITM life expiry: First Warning,20
716,143 - The attempt to recover has failed;581 - ITM life expiry: First Warning,8
717,138 - Print trigger occurred too early;561 - Gutter pump vacuum loss but has recovered,10
718,10 - Print Stretch Detected;561 - Gutter pump vacuum loss but has recovered,10
719,557 - Misaligned jet at start-up;581 - ITM life expiry: First Warning,15
720,1017 - Print delay too short;557 - Misaligned jet at start-up,2
721,1017 - Print delay too short;581 - ITM life expiry: First Warning,2
722,52 - Jet modulation has failed;581 - ITM life expiry: First Warning,18
723,1017 - Print delay too short;52 - Jet modulation has failed,7
724,134 - Unexpected shutdown;1370 - Print head cover removed,2
725,134 - Unexpected shutdown;1371 - Printing is disabled with print head cover removed,1
726,134 - Unexpected shutdown;140 - Ink detected on the charge electrode,7
727,1370 - Print head cover removed;45 - Watchdog Reset,1
728,1370 - Print head cover removed;140 - Ink detected on the charge electrode,12
729,12 - Charge detection error;1370 - Print head cover removed,11
730,1371 - Printing is disabled with print head cover removed;45 - Watchdog Reset,1
731,1371 - Printing is disabled with print head cover removed;140 - Ink detected on the charge electrode,7
732,140 - Ink detected on the charge electrode;45 - Watchdog Reset,1
733,12 - Charge detection error;45 - Watchdog Reset,2
734,234 - Gutter Stall;607 - Ink cartridge not engaged,2
735,234 - Gutter Stall;46 - Makeup Level too High,1
736,236 - Gutter blocked attempting to clear;581 - ITM life expiry: First Warning,7
737,15 - Deflection EHT has tripped;236 - Gutter blocked attempting to clear,8
738,143 - The attempt to recover has failed;236 - Gutter blocked attempting to clear,6
739,237 - Gutter Blocked;25 - Add make-up cartridge,11
740,41 - Ink level high;534 - Insert ink cartridge: No Valid Cartridge Present,19
741,20 - Ink Level Below Minimum;41 - Ink level high,3
742,41 - Ink level high;590 - Persistent fault,9
743,41 - Ink level high;52 - Jet modulation has failed,11
744,19 - Add ink cartridge;581 - ITM life expiry: First Warning,8
745,1370 - Print head cover removed;581 - ITM life expiry: First Warning,2
746,1371 - Printing is disabled with print head cover removed;581 - ITM life expiry: First Warning,2
747,140 - Ink detected on the charge electrode;25 - Add make-up cartridge,19
748,542 - Change makeup cartridge: Cartridge Empty;607 - Ink cartridge not engaged,6
749,19 - Add ink cartridge;45 - Watchdog Reset,3
750,19 - Add ink cartridge;213 - Inspection Required,14
751,236 - Gutter blocked attempting to clear;542 - Change makeup cartridge: Cartridge Empty,9
752,142 - Recovered successfully;236 - Gutter blocked attempting to clear,9
753,237 - Gutter Blocked;542 - Change makeup cartridge: Cartridge Empty,8
754,142 - Recovered successfully;237 - Gutter Blocked,8
755,550 - Degraded gutter clearing at start-up;567 - Slow gutter dry,1
756,551 - Gutter cannot be cleared;567 - Slow gutter dry,1
757,25 - Add make-up cartridge;567 - Slow gutter dry,4
758,12 - Charge detection error;567 - Slow gutter dry,1
759,550 - Degraded gutter clearing at start-up;551 - Gutter cannot be cleared,3
760,25 - Add make-up cartridge;550 - Degraded gutter clearing at start-up,6
761,25 - Add make-up cartridge;551 - Gutter cannot be cleared,5
762,12 - Charge detection error;551 - Gutter cannot be cleared,4
763,41 - Ink level high;609 - Ensure all consumables are engaged,6
764,12 - Charge detection error;609 - Ensure all consumables are engaged,2
765,143 - The attempt to recover has failed;609 - Ensure all consumables are engaged,1
766,143 - The attempt to recover has failed;41 - Ink level high,8
767,134 - Unexpected shutdown;564 - Gutter vacuum cannot be generated,2
768,134 - Unexpected shutdown;611 - Please add a new makeup cartridge. Makeup fully expended,4
769,238 - Insufficient gutter vacuum: retrying;611 - Please add a new makeup cartridge. Makeup fully expended,2
770,564 - Gutter vacuum cannot be generated;611 - Please add a new makeup cartridge. Makeup fully expended,1
771,10 - Print Stretch Detected;564 - Gutter vacuum cannot be generated,5
772,544 - Insert makeup cartridge - no valid cartridge present;611 - Please add a new makeup cartridge. Makeup fully expended,5
773,41 - Ink level high;611 - Please add a new makeup cartridge. Makeup fully expended,2
774,46 - Makeup Level too High;611 - Please add a new makeup cartridge. Makeup fully expended,5
775,10 - Print Stretch Detected;611 - Please add a new makeup cartridge. Makeup fully expended,3
776,236 - Gutter blocked attempting to clear;53 - Make-up Level Below Minimum,5
777,138 - Print trigger occurred too early;236 - Gutter blocked attempting to clear,5
778,236 - Gutter blocked attempting to clear;52 - Jet modulation has failed,5
779,237 - Gutter Blocked;550 - Degraded gutter clearing at start-up,9
780,1040 - Ink system fan has stopped working;237 - Gutter Blocked,1
781,12 - Charge detection error;237 - Gutter Blocked,6
782,143 - The attempt to recover has failed;237 - Gutter Blocked,5
783,534 - Insert ink cartridge: No Valid Cartridge Present;550 - Degraded gutter clearing at start-up,5
784,1040 - Ink system fan has stopped working;550 - Degraded gutter clearing at start-up,1
785,143 - The attempt to recover has failed;550 - Degraded gutter clearing at start-up,3
786,1040 - Ink system fan has stopped working;534 - Insert ink cartridge: No Valid Cartridge Present,1
787,1040 - Ink system fan has stopped working;12 - Charge detection error,1
788,1040 - Ink system fan has stopped working;143 - The attempt to recover has failed,1
789,531 - Change ink cartridge: Expired;557 - Misaligned jet at start-up,7
790,139 - Print Trigger Occurred While Printing;581 - ITM life expiry: First Warning,14
791,213 - Inspection Required;581 - ITM life expiry: First Warning,6
792,213 - Inspection Required;234 - Gutter Stall,2
793,234 - Gutter Stall;52 - Jet modulation has failed,2
794,12 - Charge detection error;234 - Gutter Stall,4
795,140 - Ink detected on the charge electrode;561 - Gutter pump vacuum loss but has recovered,6
796,1005 - Unexpected exception in print system;542 - Change makeup cartridge: Cartridge Empty,1
797,1005 - Unexpected exception in print system;544 - Insert makeup cartridge - no valid cartridge present,1
798,1005 - Unexpected exception in print system;25 - Add make-up cartridge,1
799,117 - Positive air to the print head has failed;52 - Jet modulation has failed,1
800,524 - Insert ITM: no valid ITM present;561 - Gutter pump vacuum loss but has recovered,3
